DEVICE_ID,DEVICE_ADDRESS,DEVICE_TYPE,DEVICE_SOURCE,DEVICE_BIND_STATUS,DEVICE_BIND_TIME,DEVICE_SYNC_DATA_TIME,DEVICE_SYNC_DATA_TIME_HR,AUTHKEY,TIME_ZONE,TIME_ZONE_SYNC_HR,SN,HR_FIRMWARE_VERSION,FIRMWARE_VERSION,MIGRATE_DEVICE,USER_ID
88D475F005000397,88:0F:10:D4:75:F0,0,5,1,1460611843000,1468823599000,,,-32,,,,,,1547147937
