_id,WEIGHT,TIMESTAMP,TYPE,SYNC,SYNC_QQHEALTH,TIME_ZONE,FAT_PERCENTAGE,DEVICE_ID,USER_ID
1444247520000,71.2099990844727,1444247520000,,1,,,,,-1
