_id,ALARM_NOTIFY_ENABLED,DAY_REPORT_NOTI,DISCONNECTED_REMINDER,ENABLE_CONNECTED_BT_ADV,GOAL_STEPS_COUNT,LIGHT_COLOR,IN_COMING_CALL_NOTIFY_TIME,M_OPEN_SLEEP_NOTIFY,SMS_NOTIFY_ENABLED,INCALL_NOTIFY_ENABLED,UNIT,VIBRATE,WEAR_HAND,WEIGHT_MERGE_RESULT,WEIGHT_UNIT,SMS_CONTACT_NOTIFY_ENABLED,INCALL_CONTACT_NOTIFY_ENABLED,SLEEP_ASSIST,HAS_HEART_RATE,SCREEN_LOCK,PRO_DISPLAY,SEDENTARY_REMIND,EMAIL_NOTIFY_ENABLED,LIFT_WRIST_BRIGHT_VIEW,GOAL_REMIND,AVOID_DISTURD_MODE,IOSAPP_NOTIFY_SETTINGS,ANDROIDAPP_NOTIFY_SETTINGS,QUIET_MODE
1,0,ON,0,0,10000,BLUE,3,1,0,1,1,1,RIGHT_HAND,0,1,0,1,0,0,0,9,,0,1,0,0,,,
