1.673,1.088,9.904,5,
1.618,0.891,9.88,5,
1.503,0.788,9.904,6,
1.539,0.859,9.924,5,
1.535,0.901,9.921,5,
1.477,0.845,9.925,5,
1.288,0.723,9.986,5,
1.078,0.567,9.991,5,
0.961,0.504,10.011,5,
0.859,0.491,9.882,5,
0.712,0.453,9.826,5,
0.467,0.389,9.818,5,
0.337,0.38,9.674,5,
0.223,0.379,9.514,5,
0.093,0.404,9.531,5,
0.038,0.486,9.536,5,
0.066,0.584,9.327,5,
0.021,0.669,9.308,5,
0.049,0.831,9.691,5,
0.031,1.03,9.929,5,
0.024,1.076,9.908,5,
0.054,1.079,9.818,5,
0.025,1.102,9.593,5,
0.027,1.172,9.27,5,
0.127,1.292,8.772,5,
0.133,1.306,8.181,5,
0.009,1.309,8.01,5,
0.09,1.247,7.961,5,
0.046,1.204,8.018,5,
0.009,1.122,8.202,5,
0.046,0.849,8.574,5,
0.045,0.716,8.898,6,
0.575,0.972,9.239,5,
0.806,0.99,9.42,5,
0.969,0.985,9.586,5,
1.12,1.097,9.567,5,
0.987,0.828,9.286,5,
1.027,0.773,9.229,5,
1.194,1.03,9.184,5,
1.005,1.078,9.34,5,
0.974,1.224,9.489,5,
0.972,1.356,9.51,5,
0.882,1.304,9.45,5,
0.796,1.145,9.433,5,
0.795,1.075,9.333,5,
0.802,1.117,9.334,5,
0.889,1.168,9.335,5,
0.688,0.891,9.437,5,
0.699,0.92,9.528,5,
0.655,0.857,9.565,5,
0.805,0.997,9.531,5,
0.953,1.184,9.454,5,
1.14,1.37,9.458,5,
1.256,1.507,9.515,5,
1.253,1.548,9.582,5,
1.175,1.528,9.626,5,
1.196,1.461,9.58,5,
1.092,1.361,9.608,5,
0.989,1.307,9.604,5,
0.819,1.148,9.578,6,
0.604,0.957,9.556,5,
0.505,0.845,9.574,5,
0.477,0.765,9.634,5,
0.36,0.736,9.718,5,
0.246,0.731,9.742,5,
0.079,0.569,9.859,5,
0.143,0.59,9.822,5,
0.201,0.593,9.742,5,
0.293,0.635,9.643,5,
0.473,0.835,9.602,5,
0.638,1.004,9.541,5,
0.697,0.976,9.401,5,
0.721,0.986,9.31,5,
0.84,1.047,9.195,5,
0.913,1.094,9.107,5,
0.896,1.093,9.029,5,
0.868,1.043,9.005,5,
0.87,0.986,9.024,5,
0.959,0.983,9.109,5,
1.081,1.031,9.296,5,
1.103,1.054,9.419,5,
1.052,1.036,9.412,5,
0.982,0.984,9.385,5,
0.901,0.915,9.315,5,
0.796,0.899,9.302,5,
0.719,0.937,9.189,5,
0.681,0.99,9.051,5,
0.644,1.008,9.064,6,
0.639,1.069,9.024,5,
0.691,1.119,9.032,5,
0.72,1.16,9.092,5,
0.799,1.231,9.178,5,
0.89,1.281,9.247,5,
0.951,1.27,9.139,5,
1.0,1.253,9.16,5,
0.954,1.254,9.157,5,
0.984,1.225,9.245,5,
0.995,1.233,9.204,5,
1.002,1.298,9.283,5,
0.943,1.286,9.379,5,
0.998,1.333,9.281,5,
0.871,1.264,9.229,5,
0.842,1.331,9.395,5,
0.877,1.386,9.449,5,
0.786,1.372,9.447,5,
0.781,1.36,9.567,5,
0.8,1.433,9.547,5,
0.785,1.464,9.698,5,
0.846,1.47,9.68,5,
0.904,1.492,9.623,5,
0.902,1.488,9.489,5,
0.98,1.58,9.607,5,
0.959,1.61,9.583,5,
0.919,1.718,9.536,5,
0.912,1.793,9.533,5,
0.896,1.821,9.442,6,
0.892,1.89,9.434,5,
0.86,1.926,9.373,5,
0.853,1.853,9.309,5,
0.799,1.691,9.307,5,
0.846,1.678,9.275,5,
0.835,1.697,9.18,5,
0.83,1.66,9.102,5,
0.768,1.641,9.2,5,
0.788,1.685,9.359,5,
0.765,1.701,9.561,5,
0.721,1.736,9.791,5,
0.741,1.644,9.869,5,
0.815,1.592,9.891,5,
0.892,1.608,9.9,5,
0.902,1.577,9.897,5,
0.872,1.525,9.841,5,
0.878,1.54,9.761,5,
0.856,1.576,9.597,5,
0.81,1.562,9.446,5,
0.776,1.543,9.275,5,
0.774,1.562,9.137,5,
0.79,1.603,9.079,5,
0.809,1.632,8.992,5,
0.887,1.663,8.982,5,
0.956,1.699,8.965,5,
0.992,1.673,8.996,5,
1.053,1.664,9.05,5,
1.102,1.624,9.104,5,
1.177,1.566,9.201,6,
1.238,1.556,9.315,5,
1.249,1.505,9.444,5,
1.231,1.478,9.481,5,
1.186,1.45,9.557,5,
1.134,1.405,9.546,5,
1.062,1.378,9.563,5,
1.004,1.387,9.598,5,
0.893,1.372,9.615,5,
0.763,1.338,9.683,5,
0.622,1.313,9.657,5,
0.568,1.408,9.623,5,
0.434,1.447,9.522,5,
0.35,1.433,9.487,5,
0.157,1.488,9.413,5,
0.082,1.525,9.347,5,
0.022,1.509,9.192,5,
0.104,1.545,9.142,5,
0.147,1.543,9.133,5,
0.225,1.547,9.083,5,
0.312,1.519,9.215,5,
0.27,1.434,9.193,5,
0.256,1.455,9.303,5,
0.26,1.358,9.464,5,
0.237,1.318,9.601,5,
0.2,1.293,9.749,5,
0.146,1.254,9.871,5,
0.187,1.129,9.987,5,
0.044,1.227,10.011,6,
0.1,1.227,10.132,5,
0.13,1.196,9.996,5,
0.025,1.318,9.986,5,
0.04,1.364,9.848,5,
0.043,1.375,9.632,5,
0.027,1.529,9.489,5,
0.04,1.687,9.439,5,
0.246,1.841,9.571,5,
0.323,1.934,9.429,5,
0.486,1.872,9.289,5,
0.669,1.828,9.214,5,
0.755,1.755,9.046,5,
0.838,1.664,8.99,5,
0.807,1.628,9.003,5,
0.747,1.62,9.036,5,
0.597,1.669,9.068,5,
0.47,1.699,9.077,5,
0.471,1.597,9.138,5,
0.401,1.603,9.302,5,
0.213,1.715,9.517,5,
0.159,1.66,9.652,5,
0.279,1.503,9.706,5,
0.258,1.441,9.766,5,
0.146,1.449,9.905,5,
0.139,1.424,9.98,5,
0.218,1.372,9.899,5,
0.231,1.389,9.908,5,
0.196,1.439,9.9,6,
0.247,1.51,9.808,5,
0.308,1.578,9.662,5,
0.315,1.627,9.545,5,
0.293,1.72,9.402,5,
0.243,1.811,9.289,5,
0.142,1.824,9.202,5,
0.191,1.76,9.072,5,
0.103,1.832,9.118,5,
0.067,1.8,9.198,5,
0.044,1.773,9.323,5,
0.075,1.648,9.348,5,
0.031,1.655,9.494,5,
0.202,1.773,9.706,5,
0.175,1.632,9.709,5,
0.217,1.7,9.732,5,
0.195,1.605,9.72,5,
0.264,1.61,9.638,5,
0.143,1.538,9.493,5,
0.094,1.396,9.422,5,
0.063,1.623,9.651,5,
0.173,1.7,9.688,5,
0.169,1.698,9.663,5,
0.091,1.674,9.63,5,
0.099,1.635,9.597,5,
0.165,1.723,9.629,5,
0.286,1.82,9.609,5,
0.297,1.766,9.564,5,
0.345,1.788,9.454,6,
0.392,1.781,9.424,5,
0.379,1.755,9.506,5,
0.354,1.706,9.454,5,
0.375,1.687,9.46,5,
0.364,1.681,9.496,5,
0.336,1.665,9.578,5,
0.332,1.64,9.611,5,
0.342,1.603,9.705,5,
0.277,1.573,9.75,5,
0.268,1.569,9.753,5,
0.267,1.559,9.684,5,
0.237,1.541,9.634,5,
0.272,1.564,9.623,5,
0.274,1.571,9.561,5,
0.243,1.59,9.45,5,
0.228,1.623,9.382,5,
0.206,1.605,9.362,5,
0.161,1.593,9.357,5,
0.126,1.548,9.3,5,
0.088,1.531,9.336,5,
0.114,1.545,9.321,5,
0.168,1.551,9.305,5,
0.234,1.546,9.28,5,
0.326,1.583,9.277,5,
0.432,1.623,9.375,5,
0.464,1.619,9.416,5,
0.479,1.582,9.465,5,
0.451,1.558,9.523,5,
0.413,1.516,9.516,6,
0.407,1.469,9.507,5,
0.432,1.459,9.5,5,
0.46,1.446,9.412,5,
0.483,1.499,9.406,5,
0.497,1.492,9.371,5,
0.472,1.444,9.324,5,
0.401,1.434,9.371,5,
0.408,1.443,9.455,5,
0.359,1.466,9.444,5,
0.393,1.476,9.486,5,
0.406,1.456,9.37,5,
0.381,1.412,9.357,5,
0.374,1.412,9.336,5,
0.402,1.412,9.424,5,
0.424,1.454,9.406,5,
0.408,1.46,9.438,5,
0.401,1.495,9.375,5,
0.432,1.487,9.357,5,
0.408,1.518,9.432,5,
0.387,1.537,9.317,5,
0.402,1.57,9.279,5,
0.35,1.567,9.289,5,
0.378,1.485,9.338,5,
0.348,1.555,9.282,5,
0.404,1.477,9.38,5,
0.35,1.529,9.367,5,
0.4,1.529,9.402,5,
0.357,1.491,9.477,6,
0.352,1.465,9.527,5,
0.364,1.442,9.497,5,
0.356,1.431,9.492,5,
0.361,1.427,9.429,5,
0.335,1.405,9.476,5,
0.312,1.404,9.516,5,
0.303,1.405,9.554,5,
0.337,1.434,9.557,5,
0.385,1.457,9.566,5,
0.389,1.447,9.565,5,
0.399,1.465,9.517,5,
0.384,1.469,9.496,5,
0.396,1.473,9.588,5,
0.401,1.438,9.607,5,
0.362,1.44,9.593,5,
0.352,1.389,9.599,5,
0.314,1.424,9.544,5,
0.294,1.416,9.48,5,
0.284,1.38,9.411,5,
0.272,1.373,9.397,5,
0.229,1.374,9.453,5,
0.185,1.333,9.476,5,
0.175,1.305,9.52,5,
0.155,1.301,9.53,5,
0.185,1.315,9.565,5,
0.212,1.323,9.65,5,
0.198,1.291,9.737,5,
0.212,1.298,9.75,6,
0.245,1.365,9.638,5,
0.263,1.384,9.554,5,
0.304,1.406,9.475,5,
0.37,1.461,9.406,5,
0.408,1.471,9.371,5,
0.402,1.475,9.422,5,
0.381,1.483,9.471,5,
0.326,1.439,9.528,5,
0.315,1.387,9.53,5,
0.318,1.372,9.566,5,
0.299,1.322,9.618,5,
0.306,1.266,9.544,5,
0.317,1.244,9.462,5,
0.308,1.233,9.52,5,
0.299,1.25,9.468,5,
0.304,1.257,9.511,5,
0.325,1.239,9.523,5,
0.3,1.232,9.488,5,
0.291,1.26,9.518,5,
0.329,1.264,9.445,5,
0.305,1.273,9.433,5,
0.303,1.305,9.441,5,
0.3,1.289,9.437,5,
0.337,1.311,9.502,5,
0.298,1.272,9.487,5,
0.293,1.3,9.525,5,
0.316,1.25,9.575,5,
0.356,1.332,9.572,6,
0.261,1.3,9.554,5,
0.244,1.266,9.518,5,
0.249,1.255,9.543,5,
0.172,1.254,9.452,5,
0.191,1.267,9.405,5,
0.163,1.254,9.429,5,
0.171,1.258,9.379,5,
0.192,1.291,9.303,5,
0.214,1.303,9.344,5,
0.279,1.3,9.426,5,
0.267,1.311,9.401,5,
0.287,1.306,9.504,5,
0.375,1.37,9.504,5,
0.397,1.377,9.506,5,
0.423,1.38,9.487,5,
0.457,1.376,9.504,5,
0.47,1.342,9.466,5,
0.436,1.349,9.434,5,
0.435,1.342,9.424,5,
0.413,1.312,9.431,5,
0.36,1.302,9.434,5,
0.296,1.245,9.407,5,
0.203,1.164,9.436,5,
0.178,1.177,9.47,5,
0.221,1.233,9.452,5,
0.254,1.285,9.438,5,
0.259,1.311,9.401,5,
0.23,1.275,9.462,5,
0.151,1.196,9.526,6,
0.095,1.174,9.544,5,
0.111,1.202,9.55,5,
0.187,1.281,9.521,5,
0.256,1.343,9.47,5,
0.26,1.339,9.414,5,
0.237,1.326,9.388,5,
0.268,1.297,9.369,5,
0.258,1.256,9.429,5,
0.271,1.268,9.56,5,
0.267,1.29,9.604,5,
0.263,1.287,9.586,5,
0.252,1.28,9.672,5,
0.221,1.295,9.636,5,
0.182,1.287,9.602,5,
0.132,1.266,9.603,5,
0.087,1.26,9.512,5,
0.101,1.271,9.48,5,
0.093,1.298,9.599,5,
0.085,1.3,9.506,5,
0.073,1.296,9.502,5,
0.029,1.293,9.486,5,
0.105,1.28,9.526,5,
0.054,1.31,9.417,5,
0.098,1.33,9.452,5,
0.139,1.308,9.449,5,
0.19,1.319,9.496,5,
0.136,1.245,9.654,5,
0.166,1.279,9.692,6,
0.207,1.314,9.602,5,
0.149,1.259,9.626,5,
0.125,1.249,9.612,5,
0.087,1.214,9.593,5,
0.093,1.226,9.582,5,
0.09,1.191,9.561,5,
0.1,1.214,9.656,5,
0.093,1.228,9.648,5,
0.145,1.219,9.584,5,
0.112,1.197,9.532,5,
0.13,1.206,9.519,5,
0.116,1.215,9.542,5,
0.056,1.194,9.515,5,
0.048,1.177,9.525,5,
0.047,1.189,9.498,5,
0.039,1.197,9.465,5,
0.006,1.191,9.466,5,
0.014,1.162,9.419,5,
0.01,1.126,9.33,5,
0.01,1.131,9.319,5,
0.017,1.122,9.266,5,
0.038,1.142,9.197,5,
0.059,1.154,9.125,5,
0.099,1.067,9.134,5,
0.084,1.038,9.168,5,
0.027,1.057,9.179,5,
0.04,1.009,9.091,5,
0.043,0.967,8.952,6,
0.085,0.843,8.878,5,
0.071,0.74,8.934,5,
0.045,0.655,9.119,5,
0.092,0.472,9.351,5,
0.053,0.342,9.575,5,
0.081,0.345,9.72,5,
0.217,0.375,9.859,5,
0.274,0.366,9.936,5,
0.298,0.278,9.87,5,
0.265,0.203,9.766,5,
0.283,0.194,9.815,5,
0.217,0.176,9.849,5,
0.107,0.087,9.845,5,
0.102,0.21,9.826,5,
0.061,0.552,9.886,5,
0.182,1.003,9.837,5,
0.145,1.184,9.605,5,
0.043,1.269,9.138,5,
0.054,1.375,8.763,5,
0.198,1.33,8.353,5,
0.327,1.414,8.306,5,
0.411,1.464,8.237,5,
0.422,1.471,8.163,5,
0.58,1.491,8.272,5,
0.507,1.531,8.327,5,
0.564,1.558,8.475,5,
0.634,1.469,8.342,5,
0.688,1.549,8.539,6,
0.53,1.751,8.705,5,
0.456,1.804,8.819,5,
0.57,1.895,9.134,5,
0.535,2.035,9.328,5,
0.723,1.91,9.423,5,
0.822,1.921,9.429,5,
0.89,1.972,9.476,5,
1.129,1.786,9.354,5,
1.467,1.598,9.305,5,
1.522,1.595,9.288,5,
1.641,1.562,9.373,5,
1.818,1.515,9.355,5,
1.946,1.391,9.418,5,
2.162,1.355,9.461,5,
2.482,1.353,9.446,5,
2.758,1.32,9.6,5,
2.988,1.208,9.64,5,
3.17,1.297,9.723,5,
3.231,1.341,9.721,5,
3.401,1.37,9.578,5,
3.509,1.357,9.359,5,
3.531,1.443,9.266,5,
3.616,1.534,9.2,5,
3.649,1.591,9.05,5,
3.608,1.585,8.846,5,
3.651,1.567,8.666,5,
3.683,1.694,8.633,5,
3.688,1.793,8.611,5,
3.77,1.76,8.418,6,
3.812,1.784,8.223,5,
3.712,2.076,8.164,5,
3.688,2.346,8.234,5,
3.739,2.336,8.164,5,
3.768,2.264,8.049,5,
3.803,2.248,7.956,5,
3.777,2.231,8.044,5,
3.943,1.968,8.032,5,
4.15,1.84,8.219,5,
4.357,1.737,8.395,5,
4.426,1.78,8.511,5,
4.488,1.802,8.543,5,
4.473,1.926,8.576,5,
4.277,2.065,8.494,5,
4.377,2.131,8.321,5,
4.632,2.07,8.337,5,
4.818,2.046,8.571,5,
4.715,2.299,8.985,5,
4.72,2.397,8.746,5,
4.925,2.152,8.163,5,
4.887,2.388,8.333,5,
4.838,2.483,8.059,5,
4.681,2.535,7.871,5,
4.677,2.652,8.735,5,
4.751,2.835,9.379,5,
4.998,2.964,9.599,5,
5.048,3.073,9.162,5,
5.212,2.695,7.9,6,
5.337,2.352,7.083,5,
5.345,2.36,7.403,5,
5.661,2.168,8.35,5,
5.742,1.849,8.65,5,
5.821,1.623,8.505,5,
5.999,1.241,8.459,5,
5.96,1.143,8.517,5,
6.398,0.893,8.379,5,
7.328,0.275,8.319,5,
6.808,0.991,8.44,5,
6.177,1.669,8.15,5,
5.881,2.037,7.814,5,
5.593,2.354,8.113,5,
5.271,2.527,7.92,5,
5.503,2.218,7.711,5,
5.586,2.064,8.055,5,
5.694,1.936,8.445,5,
5.509,2.078,8.638,5,
5.401,1.977,8.579,5,
5.211,1.88,8.462,5,
5.169,1.732,8.307,5,
5.163,1.574,8.266,5,
5.223,1.344,8.355,5,
5.216,1.144,8.563,5,
5.063,1.222,8.799,5,
4.88,1.426,8.934,5,
4.73,1.627,9.051,5,
4.708,1.615,9.136,6,
4.958,1.235,8.87,5,
5.113,0.909,8.548,5,
5.37,0.563,8.495,5,
5.397,0.58,8.836,5,
4.784,1.173,9.053,5,
4.031,1.699,8.953,5,
3.672,1.874,8.806,5,
3.231,2.104,8.711,5,
2.865,2.266,8.915,5,
2.613,2.352,9.231,5,
2.356,2.298,9.573,5,
2.423,1.759,9.711,5,
2.355,1.167,8.782,5,
1.971,0.869,7.281,5,
1.988,0.369,5.617,5,
2.001,0.489,4.488,5,
2.493,0.647,4.367,5,
2.892,0.716,4.971,5,
3.283,0.582,5.529,5,
3.8,0.329,6.142,5,
8.889,0.099,7.947,5,
9.078,0.533,7.932,5,
9.348,0.671,7.45,5,
9.839,0.486,7.102,5,
10.272,0.397,7.202,5,
10.689,0.602,7.53,5,
11.092,0.542,7.955,5,
11.498,0.502,8.573,5,
12.274,0.686,9.762,5,
11.962,0.462,8.882,5,
11.569,0.422,9.374,5,
11.352,0.308,9.896,5,
10.783,0.24,9.447,5,
10.402,0.031,8.193,5,
10.662,0.177,8.375,5,
10.838,0.1,8.376,5,
8.788,0.16,6.404,5,
8.488,0.459,6.171,5,
8.324,0.464,5.892,5,
8.126,0.608,5.749,5,
7.979,0.888,5.557,5,
8.04,0.929,5.34,5,
7.921,1.019,4.522,5,
7.722,1.342,3.796,5,
7.466,1.777,3.387,5,
7.299,2.092,3.108,5,
7.316,1.954,2.805,5,
7.268,2.016,2.698,5,
7.195,2.33,2.371,5,
7.325,2.366,2.192,5,
7.446,2.314,1.846,5,
7.323,2.496,1.222,5,
7.032,2.806,0.678,5,
6.752,2.62,0.243,5,
5.841,2.527,0.251,5,
5.555,2.877,2.353,5,
5.828,3.131,6.151,6,
6.513,3.023,8.382,5,
6.978,2.851,8.616,5,
6.943,2.833,8.3,5,
6.585,2.485,7.007,5,
6.319,2.27,6.078,5,
5.983,2.202,5.111,5,
6.228,1.866,5.569,5,
6.296,1.479,6.263,5,
5.987,1.213,6.263,5,
5.394,0.679,6.598,5,
6.512,0.642,9.608,5,
8.359,1.016,10.688,5,
9.58,1.28,10.951,5,
10.111,1.157,9.958,5,
10.056,0.747,8.617,5,
9.583,0.774,8.374,5,
8.89,0.872,8.825,5,
8.252,0.718,9.538,6,
7.426,0.94,9.933,5,
6.512,1.039,9.201,5,
5.837,0.742,8.089,5,
5.5,0.748,7.794,5,
5.582,0.619,7.962,5,
5.872,0.63,8.545,5,
6.116,0.877,8.654,5,
6.632,0.712,8.395,5,
7.042,0.46,8.373,5,
7.179,0.342,8.446,5,
6.985,0.507,7.899,5,
6.713,0.749,7.444,5,
6.497,0.866,7.419,5,
6.492,1.072,7.55,5,
6.713,0.979,7.483,5,
6.841,0.723,7.335,5,
7.018,0.51,7.972,5,
6.88,0.629,9.199,5,
6.593,0.755,9.493,5,
6.619,0.968,9.191,5,
6.626,1.217,9.098,5,
6.611,1.505,8.665,5,
6.464,1.97,7.809,5,
6.377,2.499,7.284,5,
6.202,3.086,6.781,5,
6.146,3.63,6.011,5,
5.896,4.207,5.476,5,
5.651,4.572,5.186,6,
5.459,4.909,5.239,5,
5.249,5.233,5.179,5,
5.381,5.249,5.275,5,
5.246,5.327,5.581,5,
5.201,5.353,6.029,5,
5.112,5.202,6.44,5,
4.919,5.225,6.868,5,
4.762,4.996,6.829,5,
4.76,4.574,6.625,5,
4.662,4.081,6.551,5,
4.475,3.455,6.595,5,
4.27,2.8,6.89,5,
4.545,1.855,7.144,5,
4.586,1.191,7.472,5,
4.51,0.824,7.616,5,
4.676,0.134,7.596,5,
3.68,0.431,9.32,5,
3.334,0.972,9.392,5,
3.089,1.328,9.327,5,
2.951,1.551,9.143,5,
2.993,1.695,8.794,5,
3.182,1.826,8.332,5,
3.491,1.948,8.037,6,
3.739,1.979,7.867,5,
3.829,1.836,8.018,5,
3.83,1.515,8.364,5,
3.777,0.966,8.845,5,
3.669,0.493,9.091,5,
3.513,0.385,9.383,5,
3.375,0.381,9.812,5,
3.217,0.596,9.932,5,
3.034,0.928,9.683,5,
2.804,1.456,9.384,5,
2.602,2.454,9.074,5,
3.08,3.113,9.042,5,
3.855,3.132,8.95,5,
4.479,3.115,8.934,5,
4.612,3.057,8.805,5,
4.457,3.184,8.586,5,
3.932,3.548,8.748,5,
3.425,3.719,8.703,5,
2.859,3.81,8.629,5,
2.115,3.969,8.945,5,
1.275,4.096,9.307,5,
0.569,4.178,9.431,5,
0.197,4.206,9.268,5,
0.011,3.976,8.588,5,
0.426,3.989,8.103,5,
1.346,4.395,7.505,5,
2.388,4.857,6.866,5,
3.417,5.122,6.348,6,
3.962,5.218,6.206,5,
4.521,5.335,6.401,5,
4.55,5.103,6.852,5,
4.419,4.98,7.479,5,
3.935,4.636,8.34,5,
3.26,4.503,8.664,5,
2.683,4.452,8.973,5,
2.35,4.573,9.017,5,
2.425,5.31,9.057,5,
1.836,5.398,8.976,5,
1.08,5.483,8.946,5,
0.212,5.295,8.887,5,
0.68,4.803,8.677,5,
1.093,4.548,8.5,5,
1.127,4.564,8.33,5,
1.209,4.424,8.143,5,
0.963,4.556,7.825,5,
0.748,4.546,7.576,5,
0.613,4.546,7.446,5,
0.344,4.68,7.38,5,
0.091,4.719,7.408,5,
0.182,4.794,7.486,5,
0.409,4.812,7.852,5,
0.57,4.812,8.202,5,
0.689,4.861,8.412,5,
0.647,4.857,8.74,5,
0.571,4.813,9.014,5,
0.466,4.753,8.995,6,
0.358,4.802,8.811,5,
0.355,4.961,8.59,5,
0.5,5.174,8.126,5,
0.781,5.43,7.463,5,
1.198,5.601,7.122,5,
1.662,5.613,6.763,5,
2.079,5.541,6.32,5,
2.482,5.602,6.306,5,
2.74,5.618,6.667,5,
2.882,5.561,7.061,5,
2.985,5.47,7.328,5,
2.991,5.13,7.501,5,
3.057,4.809,7.477,5,
3.14,4.613,7.44,5,
3.243,4.46,7.39,5,
3.309,4.343,7.328,5,
3.307,4.202,7.383,5,
3.435,4.157,7.255,5,
3.577,4.159,7.263,5,
3.424,3.911,7.553,5,
2.895,3.486,7.794,5,
2.285,3.006,7.92,5,
1.713,2.536,7.97,5,
1.291,2.283,8.181,5,
0.933,2.1,8.537,5,
0.568,1.958,8.855,5,
0.395,1.926,8.978,5,
0.204,1.959,9.238,6,
0.218,2.123,9.119,5,
0.38,2.396,8.756,5,
0.676,2.643,8.468,5,
0.765,2.859,8.353,5,
0.722,2.9,8.533,5,
0.625,2.842,8.687,5,
0.486,2.735,8.865,5,
0.607,2.776,9.066,5,
0.638,2.72,9.167,5,
0.765,2.778,9.135,5,
0.896,2.837,9.199,5,
1.007,2.826,8.914,5,
1.11,2.946,8.711,5,
1.008,2.859,8.691,5,
0.874,2.809,8.684,5,
0.559,2.552,8.7,5,
0.264,2.301,8.87,5,
0.026,2.059,9.075,5,
0.31,1.834,9.223,5,
0.529,1.656,9.373,5,
0.807,1.477,9.341,5,
1.033,1.322,9.267,5,
1.299,1.119,9.181,5,
1.506,0.961,9.144,5,
1.758,0.787,9.112,5,
1.943,0.658,8.998,5,
2.06,0.577,8.978,5,
2.166,0.517,8.928,5,
2.216,0.506,8.961,6,
2.268,0.501,8.966,5,
2.336,0.516,8.987,5,
2.402,0.531,8.997,5,
2.458,0.582,8.962,5,
2.485,0.627,8.925,5,
2.443,0.69,8.935,5,
2.462,0.788,8.994,5,
2.373,0.88,8.997,5,
2.248,0.961,8.988,5,
2.208,1.038,8.995,5,
2.183,1.016,8.985,5,
2.201,0.932,8.95,5,
2.279,0.811,8.937,5,
2.368,0.715,8.96,5,
2.467,0.694,8.916,5,
2.527,0.715,8.91,5,
2.232,1.03,8.964,5,
1.762,1.438,8.861,5,
1.393,1.744,8.722,5,
1.183,1.85,8.851,5,
0.793,1.973,9.022,5,
0.47,1.914,8.861,5,
0.343,1.797,8.805,5,
0.246,1.741,9.038,5,
0.221,1.791,9.353,5,
0.152,2.244,9.478,5,
0.313,2.384,9.434,5,
0.037,2.249,9.392,6,
0.032,2.246,9.269,5,
0.301,2.324,9.203,5,
0.613,2.271,9.428,5,
0.885,2.435,9.237,5,
1.256,2.43,9.359,5,
1.696,2.319,9.632,5,
2.093,2.288,9.679,5,
2.455,2.141,9.616,5,
2.894,2.068,9.637,5,
3.379,1.865,9.687,5,
3.556,1.879,9.277,5,
3.378,1.52,8.216,5,
2.784,1.368,8.346,5,
2.325,1.482,9.053,5,
2.077,1.569,10.465,5,
